,Warehouse,Order date,Delivery date,Customer,Zipcode
6896,Butler,7/28/2022 7:10,7/28/2022 18:44,14443,15227
6897,Washington Big Box,7/28/2022 7:29,7/29/2022 14:59,32648,15243
6898,Washington,7/28/2022 7:49,7/29/2022 11:21,139691,15205
6899,Pittsburgh Mills,7/28/2022 7:51,8/1/2022 12:55,94633,15044
6900,McKees Rocks,7/28/2022 9:11,7/29/2022 15:42,30707,15090
6901,Washington,7/28/2022 9:47,8/1/2022 9:59,155930,15237
6902,Pittsburgh Mills,7/28/2022 9:49,8/1/2022 10:00,155930,15237
6903,Washington Big Box,7/28/2022 10:24,7/29/2022 16:40,61702,15342
6904,Washington,7/28/2022 11:15,8/4/2022 12:05,125545,15129
6905,Washington,7/28/2022 11:26,8/2/2022 13:48,139691,15205
6906,Pittsburgh Mills,7/28/2022 11:27,8/1/2022 10:19,209309,15090
6907,McKees Rocks,7/28/2022 11:49,8/1/2022 12:56,94633,15044
6908,Pittsburgh Mills,7/28/2022 11:49,8/2/2022 17:40,107440,15236
6909,Washington,7/28/2022 12:49,8/1/2022 14:25,112124,15102
6910,Pittsburgh Mills,7/28/2022 13:26,7/29/2022 14:04,12713,15116
6911,Pittsburgh Mills,7/28/2022 13:40,7/29/2022 16:31,180275,15342
6912,Pittsburgh Mills,7/28/2022 13:53,7/29/2022 17:56,74306,15241
6913,Pittsburgh Mills,7/28/2022 15:16,8/3/2022 17:48,166887,15221
6914,Butler,7/28/2022 16:03,8/2/2022 13:34,216352,15211
6915,Butler,7/28/2022 16:50,8/1/2022 15:55,659,15301
6916,McKees Rocks,7/28/2022 19:14,8/1/2022 9:14,11396,15220
6917,Pittsburgh Mills,7/28/2022 19:14,8/1/2022 9:16,11396,15220
6918,Butler,7/28/2022 19:14,8/3/2022 15:59,11396,15220
6919,Washington,7/28/2022 19:17,8/1/2022 9:16,11396,15220
6920,Washington,7/28/2022 20:09,7/29/2022 17:44,209113,15017
6921,Pittsburgh Mills,7/28/2022 21:59,8/1/2022 13:57,9032,15241
6922,Washington,7/28/2022 22:00,8/5/2022 14:41,40694,15120
6923,Butler,7/28/2022 22:01,8/2/2022 13:13,184734,15226
6924,Washington,7/28/2022 22:03,8/2/2022 17:54,110854,15236
6925,Pittsburgh Mills,7/28/2022 22:05,8/2/2022 17:53,110854,15236
6926,Pittsburgh Mills,7/28/2022 22:07,8/1/2022 19:10,114211,15017
6927,McKees Rocks,7/28/2022 22:08,8/2/2022 11:55,176385,15342
6928,Pittsburgh Mills,7/28/2022 22:11,8/2/2022 12:32,194776,15216
6929,Butler,7/28/2022 22:13,8/2/2022 12:32,194776,15216
6930,Pittsburgh Mills,7/28/2022 22:16,8/2/2022 17:12,21163,15236
6931,Washington Big Box,7/28/2022 22:17,8/1/2022 9:34,175023,15212
6932,Butler,7/28/2022 22:17,8/1/2022 13:56,9032,15241
6933,Pittsburgh Mills,7/28/2022 22:21,8/1/2022 15:06,67652,15317
6934,Beaver,7/28/2022 23:13,8/2/2022 17:17,198909,15236
6935,Butler,7/28/2022 23:36,8/3/2022 17:26,87746,15235
6936,Pittsburgh Mills,7/28/2022 23:47,8/2/2022 18:41,127975,15221
6937,Washington,7/29/2022 2:25,8/3/2022 10:52,195893,15143
6938,Beaver,7/29/2022 2:43,8/2/2022 13:02,2374,15212
6939,Pittsburgh Mills,7/29/2022 5:10,8/2/2022 11:13,7417,15210
6940,Butler,7/29/2022 6:16,8/2/2022 13:53,142762,15205
6941,Butler,7/29/2022 7:44,8/1/2022 14:36,99441,15102
6942,Pittsburgh Mills,7/29/2022 7:51,8/2/2022 13:32,200923,15212
6943,McKees Rocks,7/29/2022 7:53,8/2/2022 16:05,12846,15106
6944,Pittsburgh Mills,7/29/2022 8:01,8/3/2022 14:49,11209,15220
6945,Beaver,7/29/2022 8:16,8/3/2022 10:12,213320,15237
6946,Washington,7/29/2022 8:18,8/3/2022 10:16,213320,15237
6947,Washington,7/29/2022 8:23,8/2/2022 10:56,209832,15203
6948,Pittsburgh Mills,7/29/2022 8:59,8/4/2022 11:40,151458,15236
6949,Beaver,7/29/2022 9:23,8/3/2022 13:46,137482,15224
6950,Washington,7/29/2022 9:26,8/2/2022 13:23,160498,15216
6951,Pittsburgh Mills,7/29/2022 9:38,8/4/2022 12:47,564,15317
6952,Washington,7/29/2022 10:06,8/3/2022 14:57,52889,15044
6953,Washington Big Box,7/29/2022 10:14,8/2/2022 13:06,2374,15212
6954,Pittsburgh Mills,7/29/2022 11:18,8/3/2022 12:29,47165,15233
6955,Pittsburgh Mills,7/29/2022 11:30,8/3/2022 10:17,95563,15241
6956,Pittsburgh Mills,7/29/2022 12:00,8/3/2022 15:39,15619,15216
6957,Butler,7/29/2022 12:00,8/2/2022 13:01,15619,15216
6958,Butler,7/29/2022 12:13,8/2/2022 12:54,174594,15212
6959,Washington,7/29/2022 12:33,8/2/2022 12:40,197610,15220
6960,Butler,7/29/2022 12:36,8/2/2022 10:55,198832,15203
6961,Butler,7/29/2022 12:48,8/2/2022 12:23,3567,15301
6962,Butler,7/29/2022 13:01,8/2/2022 11:51,214149,15227
6963,Pittsburgh Mills,7/29/2022 15:02,8/3/2022 16:01,11396,15220
6964,Butler,7/29/2022 15:03,8/3/2022 16:00,11396,15220
6965,Beaver,7/29/2022 15:19,8/2/2022 12:50,212831,15220
6966,Washington,7/29/2022 18:59,8/3/2022 13:05,155930,15237
6967,Butler,7/29/2022 20:35,8/2/2022 10:39,98234,15217
6968,Pittsburgh Mills,7/29/2022 22:09,8/3/2022 12:55,172504,15017
6969,McKees Rocks,7/29/2022 22:13,8/4/2022 13:42,176385,15342
6970,Pittsburgh Mills,7/29/2022 22:27,8/4/2022 12:03,125545,15129
6971,Butler,7/29/2022 22:28,8/2/2022 12:04,73025,15234
6972,Washington Big Box,7/29/2022 22:30,8/2/2022 16:33,45903,15241
6973,Washington,7/29/2022 22:33,8/1/2022 18:15,148974,15317
6974,Beaver,7/29/2022 22:34,8/2/2022 16:46,217023,15102
6975,Butler,7/29/2022 22:43,8/2/2022 12:21,39417,15228
6976,Pittsburgh Mills,7/29/2022 22:54,8/3/2022 10:29,109070,15237
6977,McKees Rocks,7/29/2022 23:19,8/3/2022 10:53,195893,15143
6978,Pittsburgh Mills,7/29/2022 23:20,8/3/2022 10:54,195893,15143
6979,Beaver,7/29/2022 23:20,8/3/2022 10:52,195893,15143
6980,Pittsburgh Mills,7/29/2022 23:22,8/3/2022 14:45,214,15220
6981,Washington,7/29/2022 23:23,8/2/2022 11:44,11565,15317
6982,Pittsburgh Mills,7/29/2022 23:48,8/3/2022 10:51,9032,15241
6983,Pittsburgh Mills,7/30/2022 1:50,8/3/2022 15:24,184734,15226
6984,Washington,7/30/2022 2:07,8/3/2022 13:50,137482,15224
6985,McKees Rocks,7/30/2022 6:56,8/3/2022 15:23,209946,15044
6986,Butler,7/30/2022 7:28,8/2/2022 14:55,101083,15205
6987,Washington,7/30/2022 7:29,8/2/2022 14:57,101083,15205
6988,Butler,7/30/2022 7:52,8/2/2022 15:53,169240,15106
6989,Butler,7/30/2022 8:27,8/2/2022 10:28,194618,15218
6990,Pittsburgh Mills,7/30/2022 9:02,8/4/2022 10:46,52221,15227
6991,Butler,7/30/2022 9:05,8/1/2022 15:14,2681,15301
6992,Beaver,7/30/2022 9:06,8/2/2022 11:18,208367,15241
6993,Butler,7/30/2022 9:14,8/1/2022 19:11,114211,15017
6994,Beaver,7/30/2022 11:12,8/3/2022 14:55,52889,15044
6995,Washington,7/30/2022 11:13,8/2/2022 17:53,110854,15236
6996,Pittsburgh Mills,7/30/2022 14:16,8/3/2022 14:15,118074,15106
6997,McKees Rocks,7/30/2022 14:26,8/3/2022 14:06,188175,15201
6998,Beaver,7/30/2022 15:43,8/2/2022 11:26,205765,15227
6999,Butler,7/30/2022 16:39,8/1/2022 15:55,659,15301
7000,Washington Big Box,7/30/2022 21:38,8/1/2022 18:39,175604,15321
7001,Pittsburgh Mills,7/31/2022 4:01,8/3/2022 15:51,111071,15220
7002,Butler,7/31/2022 9:24,8/3/2022 17:57,172974,15071
7003,Beaver,7/31/2022 12:16,8/3/2022 13:40,209113,15017
7004,Pittsburgh Mills,7/31/2022 13:41,8/4/2022 14:32,16380,15202
7005,Washington,7/31/2022 13:44,8/2/2022 13:49,16380,15202
7006,Butler,7/31/2022 14:57,8/1/2022 19:19,209113,15017
7007,Butler,7/31/2022 15:08,8/2/2022 17:05,11658,15129
7008,McKees Rocks,7/31/2022 18:02,8/4/2022 13:03,207438,15317
7009,Beaver,7/31/2022 19:44,8/2/2022 12:07,215338,15342
7010,McKees Rocks,8/1/2022 7:04,8/3/2022 10:40,2817,15241
7011,Butler,8/1/2022 7:04,8/3/2022 10:39,2817,15241
7012,Pittsburgh Mills,8/1/2022 7:05,8/3/2022 10:41,2817,15241
7013,Washington,8/1/2022 7:06,8/3/2022 10:42,2817,15241
7014,Washington,8/1/2022 8:53,8/3/2022 15:16,94633,15044
7015,Pittsburgh Mills,8/1/2022 8:55,8/3/2022 15:14,94633,15044
7016,Beaver,8/1/2022 9:23,8/3/2022 14:22,211774,15206
7018,Washington Big Box,8/1/2022 11:59,8/3/2022 12:44,3570,15241
7019,McKees Rocks,8/1/2022 12:45,8/3/2022 13:58,197307,15201
7020,Washington,8/1/2022 13:05,8/3/2022 16:09,99491,15216
7021,McKees Rocks,8/1/2022 13:21,8/4/2022 17:02,157028,15220
7022,Pittsburgh Mills,8/1/2022 13:51,8/8/2022 10:55,108193,15237
7023,Washington Big Box,8/1/2022 16:25,8/2/2022 16:38,49260,15217
7024,Pittsburgh Mills,8/1/2022 18:08,8/3/2022 16:31,208907,15205
7025,Pittsburgh Mills,8/1/2022 19:02,8/4/2022 11:03,57725,15236
7026,Pittsburgh Mills,8/1/2022 22:41,8/3/2022 15:02,194776,15216
7027,Beaver,8/1/2022 22:42,8/4/2022 17:48,20842,15213
7028,Pittsburgh Mills,8/1/2022 22:43,8/3/2022 10:51,195893,15143
7029,Beaver,8/1/2022 22:47,8/4/2022 11:48,194776,15216
7030,Butler,8/1/2022 22:50,8/5/2022 10:46,9032,15241
7031,Washington,8/1/2022 22:54,8/3/2022 9:38,40478,15217
7032,Butler,8/1/2022 23:17,8/4/2022 16:48,91505,15205
7033,Pittsburgh Mills,8/1/2022 23:20,8/11/2022 16:10,168615,15143
7034,Pittsburgh Mills,8/1/2022 23:21,8/4/2022 11:46,88942,15236
7035,Pittsburgh Mills,8/1/2022 23:31,8/4/2022 10:27,162602,15227
7036,Beaver,8/1/2022 23:39,8/4/2022 10:01,173301,15120
7037,Pittsburgh Mills,8/2/2022 0:00,8/3/2022 12:22,172940,15212
7038,McKees Rocks,8/2/2022 0:48,8/3/2022 13:40,209113,15017
7039,Butler,8/2/2022 5:03,8/4/2022 11:31,184734,15226
7040,Pittsburgh Mills,8/2/2022 5:03,8/3/2022 15:26,184734,15226
7041,Butler,8/2/2022 6:38,8/4/2022 11:21,107440,15236
7042,Washington,8/2/2022 6:39,8/3/2022 10:21,9000,15241
7043,Washington,8/2/2022 6:52,8/4/2022 10:56,14443,15227
7044,McKees Rocks,8/2/2022 6:54,8/4/2022 10:56,14443,15227
7045,Butler,8/2/2022 7:11,8/4/2022 17:32,103022,15203
7046,Pittsburgh Mills,8/2/2022 7:44,8/3/2022 14:47,11209,15220
7047,Washington Big Box,8/2/2022 7:47,8/2/2022 15:25,205168,15216
7048,Butler,8/2/2022 7:58,8/5/2022 10:23,141288,15367
7049,Pittsburgh Mills,8/2/2022 8:27,8/5/2022 10:29,208367,15241
7050,Beaver,8/2/2022 8:40,8/4/2022 12:23,172728,15129
7051,Pittsburgh Mills,8/2/2022 9:19,8/5/2022 13:06,181862,15216
7052,Butler,8/2/2022 9:37,8/4/2022 12:06,186749,15220
7053,Washington,8/2/2022 10:20,8/5/2022 10:10,202192,15102
7054,Pittsburgh Mills,8/2/2022 10:24,8/12/2022 11:16,92121,15217
7055,Pittsburgh Mills,8/2/2022 10:36,8/8/2022 11:02,16380,15202
7056,McKees Rocks,8/2/2022 11:12,8/5/2022 9:52,147156,15102
7057,McKees Rocks,8/2/2022 11:25,8/3/2022 14:27,168856,15106
7058,Washington,8/2/2022 11:26,8/9/2022 14:53,168856,15106
7059,Butler,8/2/2022 11:36,8/4/2022 13:25,15723,15342
7060,Beaver,8/2/2022 12:00,8/4/2022 11:01,93253,15227
7061,Pittsburgh Mills,8/2/2022 14:43,8/5/2022 13:22,142762,15205
7062,Butler,8/2/2022 14:44,8/4/2022 16:41,142762,15205
7063,Pittsburgh Mills,8/2/2022 16:42,8/8/2022 14:53,3567,15301
7064,Washington,8/2/2022 17:13,8/4/2022 10:38,183504,15236
7066,McKees Rocks,8/2/2022 18:01,8/4/2022 11:29,110854,15236
7067,Beaver,8/2/2022 18:18,8/4/2022 17:00,157028,15220
7068,McKees Rocks,8/2/2022 19:28,8/4/2022 10:51,143911,15227
7069,Pittsburgh Mills,8/2/2022 20:15,8/5/2022 11:13,209113,15017
7070,Washington,8/2/2022 20:15,8/3/2022 13:39,209113,15017
7071,Washington Big Box,8/2/2022 20:16,8/3/2022 13:39,209113,15017
7072,Beaver,8/2/2022 21:18,8/5/2022 15:55,152242,15044
7073,Butler,8/2/2022 22:27,8/4/2022 13:42,176385,15342
7074,Pittsburgh Mills,8/2/2022 22:32,8/9/2022 12:26,144514,15237
7075,Butler,8/2/2022 22:33,8/4/2022 10:01,173301,15120
7076,Pittsburgh Mills,8/2/2022 22:38,8/5/2022 10:46,9032,15241
7077,Butler,8/2/2022 22:38,8/5/2022 10:45,9032,15241
7078,McKees Rocks,8/2/2022 22:38,8/5/2022 10:46,9032,15241
7079,Washington,8/2/2022 22:50,8/4/2022 11:24,160715,15226
7080,Beaver,8/2/2022 23:01,8/9/2022 12:10,195893,15143
7081,Washington Big Box,8/2/2022 23:25,8/5/2022 10:45,9032,15241
7082,Beaver,8/2/2022 23:26,8/5/2022 10:04,87400,15102
7083,Washington,8/2/2022 23:46,8/4/2022 11:52,14402,15129
7084,Washington,8/2/2022 23:53,8/4/2022 16:31,76372,15205
7085,Pittsburgh Mills,8/2/2022 23:55,8/5/2022 13:16,76372,15205
7086,Butler,8/3/2022 0:12,8/4/2022 18:25,18127,15221
7087,Washington,8/3/2022 0:22,8/4/2022 17:12,213153,15220
7088,Beaver,8/3/2022 1:12,8/5/2022 10:48,45903,15241
7089,Washington,8/3/2022 1:19,8/4/2022 17:47,20842,15213
7090,Butler,8/3/2022 1:19,8/4/2022 17:49,20842,15213
7091,Pittsburgh Mills,8/3/2022 1:27,8/8/2022 11:55,169953,15213
7092,Pittsburgh Mills,8/3/2022 5:17,8/9/2022 12:05,52221,15227
7093,Butler,8/3/2022 7:23,8/8/2022 10:30,68237,15237
7094,Butler,8/3/2022 7:30,8/8/2022 10:43,109070,15237
7095,Washington,8/3/2022 7:31,8/8/2022 10:43,109070,15237
7096,Beaver,8/3/2022 7:41,8/4/2022 14:40,94078,15212
7097,Beaver,8/3/2022 7:56,8/5/2022 10:11,137482,15224
7098,Washington Big Box,8/3/2022 8:23,8/8/2022 9:57,2087,15143
7099,Pittsburgh Mills,8/3/2022 9:17,8/5/2022 13:05,181862,15216
7100,Beaver,8/3/2022 9:20,8/9/2022 11:35,90156,15236
7101,Beaver,8/3/2022 9:24,8/5/2022 15:19,51140,15090
7102,Beaver,8/3/2022 10:07,8/8/2022 12:26,66051,15232
7103,McKees Rocks,8/3/2022 10:37,8/5/2022 13:49,209832,15203
7104,Pittsburgh Mills,8/3/2022 10:41,8/5/2022 9:41,40478,15217
7105,Butler,8/3/2022 10:50,8/5/2022 15:38,47257,15044
7106,Washington,8/3/2022 11:39,8/9/2022 10:47,74109,15241
7107,Pittsburgh Mills,8/3/2022 12:19,8/5/2022 13:08,15985,15220
7108,McKees Rocks,8/3/2022 13:27,8/5/2022 11:27,12846,15106
7109,Butler,8/3/2022 14:03,8/5/2022 14:05,78395,16066
7110,Beaver,8/3/2022 14:23,8/9/2022 11:54,219527,15227
7111,Washington,8/3/2022 14:43,8/8/2022 17:56,94376,15120
7112,Beaver,8/3/2022 15:20,8/8/2022 16:03,136760,15342
7113,Washington,8/3/2022 16:22,8/8/2022 11:04,199026,15116
7114,McKees Rocks,8/3/2022 17:13,8/5/2022 13:28,79739,15205
7115,Beaver,8/3/2022 20:48,8/12/2022 15:46,2812,15301
7116,McKees Rocks,8/3/2022 21:54,8/4/2022 14:25,56954,15202
7117,Butler,8/3/2022 22:18,8/11/2022 14:01,45330,15317
7118,McKees Rocks,8/3/2022 22:20,8/5/2022 9:51,20842,15213
7119,McKees Rocks,8/3/2022 22:23,8/8/2022 16:00,176385,15342
7120,McKees Rocks,8/3/2022 22:37,8/4/2022 15:25,49260,15217
7121,Pittsburgh Mills,8/3/2022 22:42,8/5/2022 15:20,51140,15090
7122,Beaver,8/3/2022 22:46,8/9/2022 12:10,195893,15143
7123,McKees Rocks,8/3/2022 22:53,8/5/2022 15:51,220550,15317
7125,Washington Big Box,8/3/2022 23:49,8/5/2022 17:15,222801,15203
7126,Pittsburgh Mills,8/4/2022 1:45,8/5/2022 10:45,9032,15241
7127,Beaver,8/4/2022 6:10,8/8/2022 11:17,186144,15237
7128,Beaver,8/4/2022 7:36,8/8/2022 11:55,40423,15220
7129,Butler,8/4/2022 7:53,8/9/2022 12:10,214149,15227
7130,Butler,8/4/2022 7:57,8/5/2022 16:05,89586,15044
7131,Pittsburgh Mills,8/4/2022 8:57,8/8/2022 10:22,30707,15090
7132,Washington Big Box,8/4/2022 9:34,8/8/2022 12:19,2374,15212
7133,Beaver,8/4/2022 9:34,8/8/2022 12:18,2374,15212
7134,Pittsburgh Mills,8/4/2022 9:51,8/5/2022 16:37,209113,15017
7135,Washington,8/4/2022 9:55,8/10/2022 11:57,213320,15237
7136,Washington,8/4/2022 9:57,8/5/2022 16:24,9032,15241
7137,Washington,8/4/2022 10:05,8/9/2022 12:16,87589,15227
7138,Beaver,8/4/2022 10:09,8/8/2022 18:05,53882,15122
7139,Washington,8/4/2022 10:18,8/12/2022 11:41,169953,15213
7140,Washington Big Box,8/4/2022 10:29,8/5/2022 16:10,220354,15317
7141,Pittsburgh Mills,8/4/2022 10:55,8/5/2022 12:39,223258,15210
7142,Washington,8/4/2022 11:16,8/8/2022 11:40,65699,15222
7143,Pittsburgh Mills,8/4/2022 11:46,8/8/2022 11:40,65699,15222
7144,Pittsburgh Mills,8/4/2022 12:53,8/9/2022 11:25,151458,15236
7145,Washington,8/4/2022 13:25,8/9/2022 10:27,21130,15102
7146,Butler,8/4/2022 13:37,8/18/2022 12:15,11396,15220
7147,Washington,8/4/2022 13:52,8/5/2022 16:37,209113,15017
7148,Beaver,8/4/2022 14:06,8/8/2022 13:02,29500,15234
7149,McKees Rocks,8/4/2022 15:21,8/9/2022 12:40,149415,15207
7150,Pittsburgh Mills,8/4/2022 16:04,8/5/2022 12:03,49260,15217
7151,Pittsburgh Mills,8/4/2022 16:35,8/5/2022 15:21,659,15301
7152,Washington Big Box,8/4/2022 16:50,8/5/2022 15:58,16332,15317
7153,Washington,8/4/2022 17:44,8/8/2022 13:18,210156,15234
7154,Pittsburgh Mills,8/4/2022 18:55,8/9/2022 11:28,99368,15221
7155,Pittsburgh Mills,8/4/2022 20:33,8/8/2022 11:18,186144,15237
7156,Beaver,8/4/2022 21:33,8/9/2022 9:23,198832,15203
7157,Pittsburgh Mills,8/4/2022 21:48,8/5/2022 12:58,184734,15226
7158,Washington Big Box,8/4/2022 22:44,8/8/2022 12:45,10339,15220
7159,Butler,8/4/2022 23:02,8/8/2022 13:08,38582,15234
7160,Butler,8/4/2022 23:24,8/8/2022 14:25,2223,15317
7161,Washington,8/5/2022 4:33,8/8/2022 12:31,39766,15220
7162,Pittsburgh Mills,8/5/2022 5:17,8/9/2022 12:06,52221,15227
7163,Washington,8/5/2022 5:18,8/9/2022 12:07,52221,15227
7164,Pittsburgh Mills,8/5/2022 5:49,8/5/2022 13:51,85445,15342
7165,Butler,8/5/2022 6:42,8/8/2022 14:53,3567,15301
7166,McKees Rocks,8/5/2022 6:58,8/8/2022 10:38,155930,15237
7167,Washington,8/5/2022 6:58,8/8/2022 10:39,155930,15237
7168,Butler,8/5/2022 7:03,8/8/2022 12:08,23451,15232
7169,Pittsburgh Mills,8/5/2022 7:04,8/10/2022 10:09,32341,15205
7170,Washington,8/5/2022 7:19,8/9/2022 11:42,119846,15236
7171,Butler,8/5/2022 7:20,8/8/2022 14:09,564,15317
7172,McKees Rocks,8/5/2022 7:20,8/8/2022 14:12,564,15317
7173,Butler,8/5/2022 7:20,8/9/2022 11:20,21163,15236
7174,Washington,8/5/2022 7:55,8/8/2022 12:09,23451,15232
7175,Washington Big Box,8/5/2022 8:22,8/9/2022 11:18,172702,15221
7176,Pittsburgh Mills,8/5/2022 8:40,8/9/2022 16:13,217323,15317
7177,Washington,8/5/2022 11:04,8/9/2022 10:13,2956,15241
7178,Pittsburgh Mills,8/5/2022 12:06,8/8/2022 12:42,197127,15220
7179,Pittsburgh Mills,8/5/2022 12:19,8/10/2022 14:36,223149,15218
7180,Beaver,8/5/2022 13:50,8/10/2022 12:41,149535,15101
7181,Butler,8/5/2022 15:03,8/9/2022 14:02,167863,15216
7182,Beaver,8/5/2022 15:32,8/9/2022 14:37,118074,15106
7183,Butler,8/5/2022 15:40,8/11/2022 12:38,209940,15044
7184,Beaver,8/5/2022 15:55,8/10/2022 13:18,60449,15201
7185,Beaver,8/5/2022 16:22,8/10/2022 9:22,212936,15210
7186,Washington,8/5/2022 17:21,8/10/2022 11:48,220550,15317
7187,Beaver,8/5/2022 17:42,8/10/2022 14:19,45620,15216
7188,Pittsburgh Mills,8/5/2022 17:48,8/9/2022 9:07,20842,15213
7189,McKees Rocks,8/5/2022 19:41,8/11/2022 12:34,44597,15216
7190,Beaver,8/5/2022 21:01,8/11/2022 10:24,168918,15044
7191,Washington,8/5/2022 21:44,8/9/2022 11:09,198883,15129
7192,Beaver,8/5/2022 22:15,8/10/2022 12:35,9032,15241
7193,McKees Rocks,8/5/2022 22:15,8/10/2022 12:35,9032,15241
7194,Pittsburgh Mills,8/5/2022 22:30,8/9/2022 14:42,15352,15106
7195,Butler,8/5/2022 22:32,8/9/2022 14:10,184734,15226
7196,Butler,8/5/2022 22:34,8/10/2022 10:37,157562,15227
7197,Butler,8/5/2022 22:45,8/12/2022 19:25,110854,15236
7198,McKees Rocks,8/5/2022 22:51,8/8/2022 12:07,174696,15233
7199,Pittsburgh Mills,8/5/2022 23:28,8/9/2022 10:21,97642,15206
7200,Washington,8/6/2022 1:00,8/9/2022 9:21,198832,15203
7201,Beaver,8/6/2022 1:03,8/12/2022 11:42,169953,15213
7202,Butler,8/6/2022 1:04,8/12/2022 11:41,169953,15213
7203,Washington,8/6/2022 3:09,8/9/2022 12:11,197138,15227
7204,McKees Rocks,8/6/2022 7:46,8/8/2022 12:30,50098,15212
7205,Pittsburgh Mills,8/6/2022 8:02,8/10/2022 11:21,87400,15102
7206,Butler,8/6/2022 8:03,8/10/2022 11:21,87400,15102
7207,Pittsburgh Mills,8/6/2022 8:18,8/9/2022 12:48,166921,15120
7208,Washington,8/6/2022 8:47,8/9/2022 8:46,137482,15224
7209,Washington,8/6/2022 8:53,8/9/2022 13:11,98234,15217
7210,Butler,8/6/2022 9:17,8/10/2022 10:45,214149,15227
7211,Washington Big Box,8/6/2022 9:29,8/9/2022 12:32,92320,15143
7212,Pittsburgh Mills,8/6/2022 9:39,8/8/2022 13:48,42199,15017
7213,Butler,8/6/2022 10:00,8/10/2022 12:47,190502,15102
7214,Pittsburgh Mills,8/6/2022 11:34,8/8/2022 14:38,107933,15301
7215,Butler,8/6/2022 13:41,8/10/2022 14:36,223149,15218
7216,McKees Rocks,8/6/2022 14:17,8/10/2022 14:11,67113,15220
7217,Washington Big Box,8/6/2022 16:15,8/9/2022 10:02,218689,15206
7218,Washington Big Box,8/6/2022 17:23,8/10/2022 11:58,16332,15317
7219,Washington,8/6/2022 17:24,8/10/2022 11:58,16332,15317
7220,Washington,8/6/2022 17:33,8/8/2022 16:11,61702,15342
7221,Washington Big Box,8/6/2022 19:16,8/9/2022 11:25,221347,15237
7222,Washington,8/6/2022 21:36,8/9/2022 10:43,108193,15237
7223,Pittsburgh Mills,8/7/2022 9:24,8/9/2022 12:43,210081,15143
7224,Pittsburgh Mills,8/7/2022 17:00,8/8/2022 12:05,221709,15203
7225,Washington,8/7/2022 20:26,8/9/2022 11:45,175109,15101
7226,Pittsburgh Mills,8/8/2022 0:01,8/9/2022 9:24,198832,15203
7227,Butler,8/8/2022 2:10,8/10/2022 10:34,139691,15205
7228,Pittsburgh Mills,8/8/2022 11:17,8/11/2022 13:05,16380,15202
7229,Washington,8/8/2022 13:52,8/11/2022 15:40,222747,15102
7230,Pittsburgh Mills,8/8/2022 14:28,8/10/2022 13:36,8706,15106
7231,Washington Big Box,8/8/2022 15:00,8/9/2022 16:35,199164,15057
7232,Beaver,8/8/2022 15:56,8/10/2022 13:38,140670,15201
7233,Washington Big Box,8/8/2022 16:27,8/11/2022 12:08,219199,16066
7234,Washington,8/8/2022 16:28,8/11/2022 12:08,219199,16066
7235,Washington,8/8/2022 20:05,8/10/2022 11:28,102437,15102
7236,Pittsburgh Mills,8/8/2022 22:19,8/10/2022 14:59,192571,15226
7237,Beaver,8/8/2022 22:27,8/10/2022 12:57,125041,15241
7238,Washington,8/8/2022 22:39,8/10/2022 9:54,121279,15106
7239,Butler,8/8/2022 22:50,8/10/2022 12:35,9032,15241
7240,McKees Rocks,8/8/2022 22:57,8/11/2022 12:28,144159,15044
7241,Butler,8/8/2022 23:05,8/10/2022 9:15,160093,15210
7242,Beaver,8/8/2022 23:08,8/10/2022 12:50,223901,15101
7243,Washington,8/8/2022 23:36,8/11/2022 14:28,195893,15143
7244,Butler,8/8/2022 23:37,8/11/2022 14:28,195893,15143
7245,Butler,8/9/2022 0:12,8/10/2022 12:24,107026,15101
7246,Butler,8/9/2022 0:43,8/10/2022 14:43,181862,15216
7247,Pittsburgh Mills,8/9/2022 2:36,8/11/2022 16:18,214149,15227
7248,Butler,8/9/2022 2:57,8/10/2022 10:57,195593,15227
7249,McKees Rocks,8/9/2022 6:41,8/11/2022 15:48,63715,15102
7250,Butler,8/9/2022 6:51,8/12/2022 15:58,224445,15301
7251,Pittsburgh Mills,8/9/2022 7:16,8/11/2022 16:12,168294,15143
7252,Washington,8/9/2022 7:45,8/10/2022 10:29,14443,15227
7253,Pittsburgh Mills,8/9/2022 7:46,8/11/2022 16:36,14443,15227
7254,McKees Rocks,8/9/2022 7:47,8/11/2022 16:33,14443,15227
7255,Washington,8/9/2022 9:03,8/11/2022 13:48,45903,15241
7256,McKees Rocks,8/9/2022 9:04,8/11/2022 13:48,45903,15241
7257,Beaver,8/9/2022 9:05,8/11/2022 16:42,83551,15237
7258,McKees Rocks,8/9/2022 9:05,8/10/2022 12:13,83551,15237
7261,Butler,8/9/2022 9:40,8/12/2022 15:54,183305,15212
7262,Butler,8/9/2022 9:48,8/15/2022 12:29,33781,15234
7263,Pittsburgh Mills,8/9/2022 9:54,8/16/2022 12:15,564,15317
7264,Pittsburgh Mills,8/9/2022 10:17,8/10/2022 14:49,184734,15226
7265,Butler,8/9/2022 10:17,8/12/2022 16:54,184734,15226
7266,Butler,8/9/2022 10:29,8/12/2022 13:29,125611,15237
7267,Washington,8/9/2022 10:31,8/11/2022 14:10,125611,15237
7268,Butler,8/9/2022 10:35,8/12/2022 15:09,136760,15342
7269,Pittsburgh Mills,8/9/2022 10:41,8/10/2022 14:33,15619,15216
7270,Washington Big Box,8/9/2022 10:42,8/11/2022 12:49,167863,15216
